"amfiteatrov_knyazhna" "amfiteatrov_sovest" "andreev_gubernator" "andreev_sashka" "bely_golub" "bely_peterburg" "chekhov_duel" "chekhov_rasskaz" "gorky_thoma" "gorky_troe" "korolenko_bez" "korolenko_obshchestve" "kuprin_poedinok" "kuprin_yama" "mamin_gnezdo" "solovyev_posolstvo" "solovyev_rozenkreytser" "tolstoy_murat"
"как" 0.848353360035603 0.976755972263816 1.18971784014689 0.985366004101837 0.822229154596907 0.725700449671394 0.986135520406171 0.902882808561346 0.820530049490238 0.860148129706853 1.14171048989759 0.903916973552059 0.685780878815497 0.729838353502341 0.777362136173177 0.767541241912765 0.638641668162815 0.787512304879764
"его" 0.593847352024922 0.545969729779539 0.938659272304868 0.602939135530232 0.627256116582735 0.571428571428571 0.758315433183623 0.531646729914295 1.04795255139619 1.06553805937636 0.627364147984131 0.541234237250307 0.690263106781611 0.464844095044607 0.431368584234826 0.922720653185953 1.16827823232194 1.09126705104767
"к" 0.507621272808189 0.587435785205833 0.479634278862367 0.522752856636186 0.679620303935113 0.585264614320304 0.563041072707154 0.685182638984371 0.621535360322526 0.570112653264455 0.562782544515177 0.636089722129227 0.602112623448029 0.557592085504814 0.514496905155079 0.652947215126412 0.587345148631665 0.919701870341724
"но" 0.503449043168669 0.628901840632127 0.813129988383857 0.767937824792981 0.504701635545256 0.476651677620201 0.550022782008722 0.719556349970209 0.466474563568466 0.480487956681397 0.551250115324292 0.636089722129227 0.681298650849382 0.696714071195124 0.471809389006841 0.636235586220068 0.666854753904948 0.554071157361834
"все" 0.372719181130396 0.532147711304107 0.70071570427549 0.522752856636186 0.691875752038861 0.680041508128675 0.198528933151077 0.277281268619093 0.282985954076161 0.156843219020352 0.664267921394963 0.451958486776029 0.594642243504505 0.534405087889762 0.697603882317258 0.678014658485926 0.902818743748237 0.244691323301927
"это" 0.311526479750779 0.55518440876316 0.569565706149061 0.427146139493284 0.343152546904942 0.464891041162228 0.644405389572349 0.563728860167744 0.613782320484823 0.504138918279704 0.800350585847403 0.50217609641781 0.684286802826792 0.56200865647911 0.581898246441771 0.674433595148853 0.660442688963554 0.486570102657854
"по" 0.643914107699154 0.435393581976088 0.393449994379286 0.547425557834354 0.447880921609697 0.448979591836735 0.445876456421272 0.582061506026857 0.469058910181033 0.402066347171221 0.542024171971584 0.580292378082803 0.49005692429517 0.489135235403233 0.524607106348083 0.460763482703464 0.328297724999359 0.483757558711855
"же" 0.381063640409435 0.534451381050013 0.505864278487653 0.528921031935728 0.486875529212532 0.622621930127983 0.497949619214997 0.462899307942619 0.299784207057851 0.273853239559345 0.399022050004613 0.451958486776029 0.485574696329055 0.470364808762477 0.305552747166335 0.587294387280063 0.523224499217728 0.610322036281817
"так" 0.397752558967512 0.345550461885784 0.620152133997827 0.562845996083209 0.510272293774232 0.534763057765479 0.413330729675194 0.357486594252716 0.454845003811911 0.365967511047489 0.385183134975551 0.329204329873898 0.412364972882521 0.492447663633955 0.337006706433458 0.670852531811779 0.495011413475596 0.427506679791872
"у" 0.479806408544726 0.509111013845055 0.438415708022633 0.420977964193742 0.60497348366683 0.301625735039779 0.59884137212784 0.646225766533755 0.483272816550156 0.669695649467853 0.498200941046222 0.340363798683183 0.557290343786885 0.521155374966876 0.333636639369123 0.455988731587366 0.284695683397881 0.430319223737871
"за" 0.602191811303961 0.55518440876316 0.43466856521902 0.379342780921834 0.463478764650831 0.475959875475614 0.445876456421272 0.394151885970943 0.43417023091137 0.509118068089874 0.498200941046222 0.50217609641781 0.45569317655496 0.484718664428937 0.467315966254395 0.455988731587366 0.318038421093129 0.53438334973984
"она" 0.381063640409435 0.817802759796356 0.198598568591449 0.222054310783512 0.451223316547083 0.276029055690073 0.618368808175487 0.875383839772675 0.563387561539754 0.588784465052592 0.24218101300858 0.234348844994978 0.283874437853909 0.624944792862821 0.369584021388692 0.526416310549813 0.733540229295442 0.180002812543946
"из" 0.47702492211838 0.345550461885784 0.415932851200959 0.248269055806566 0.579348455813539 0.60878588723625 0.367766712230684 0.384985563041386 0.321751153264676 0.313686438040705 0.502813912722576 0.663988394152438 0.419835352826045 0.449386096634573 0.471809389006841 0.342588392580037 0.389853548436739 0.506257910279848
"от" 0.397752558967512 0.347854131631689 0.370967137557612 0.404015482120002 0.41668523552743 0.435835351089588 0.429603593048233 0.405609789632889 0.5117006292884 0.385884110288168 0.272165328904881 0.373842205111037 0.479598392374236 0.365471248122957 0.350486974690796 0.389142215961993 0.412936982225756 0.286879482491914
"ты" 0.45477303070761 0.387016517312078 0.530220706711133 0.45952905981588 0.299701412718927 0.0940850916637842 0.40356701165137 0.0962463907603465 0.75721355748233 0.641065538059376 0.166066980348741 0.290146189041402 0.213652866384784 0.356638106174366 0.16176321908806 0.643397712894215 0.697632665623637 0.191252988327943
"да" 0.394971072541166 0.486074316386003 0.142391426537265 0.417893876543971 0.627256116582735 0.391560013836043 0.270129531992449 0.210825427379807 0.31658246003954 0.29625941370511 0.184518867054156 0.195290704162482 0.262957374012042 0.260577687483438 0.350486974690796 0.549096378351278 0.369334940624279 0.154689917029954
"о" 0.276757899421451 0.281047709000438 0.314759995503429 0.302240589677559 0.532554926690138 0.312002767208578 0.231074659897156 0.391860305238554 0.408326764785693 0.365967511047489 0.290617215610296 0.234348844994978 0.401906440961587 0.281556399611342 0.293195834597108 0.370043211497601 0.302649465233784 0.303754746167909
"было" 0.286493101913663 0.271833030016817 0.417806422602765 0.379342780921834 0.200543696243148 0.325838810100311 0.315693549436959 0.387277143773775 0.233883368437375 0.337337399639012 0.373650705784666 0.340363798683183 0.306285577684481 0.261681830227012 0.353857041755131 0.387948528182968 0.400112852342969 0.596259316551821
"ее" 0.394971072541166 0.681886244787947 0.14988571214449 0.202007741060001 0.344266678550738 0.169491525423729 0.358002994206861 0.398735047435721 0.447091963974208 0.00124478745254248 0.154534551157856 0.35710300189711 0.219629170339603 0.544342372581927 0.25050831844887 0.333038890347841 0.577085844725435 0.227816059625932
"бы" 0.371328437917223 0.359372480361215 0.273541424663694 0.27448380082962 0.306386202593698 0.269802836388793 0.537004491310291 0.332279206196434 0.270064221013322 0.270118877201718 0.359811790755605 0.256667782613548 0.170324662712346 0.320201395636428 0.229164560374751 0.343782080359061 0.448844545897561 0.253128955139924
"только" 0.299009790832221 0.25110000230367 0.314759995503429 0.387053000046261 0.295244886135746 0.218609477689381 0.371021284905292 0.323112883266877 0.162813836591764 0.151864069210182 0.366731248270136 0.318044861064613 0.267439601978157 0.338971822277184 0.445972208180276 0.371236899276625 0.394983200389854 0.376880888763887
"вы" 0.194704049844237 0.672671565804326 0.290403567279949 0.181961171336489 0.169348010160881 0.341750259425804 0.341730130833822 0.721847930702599 0.30624507358927 0.209124292027136 0.244487498846757 0.0948554848789198 0.464657632487188 0.431719812737391 0.367337310012469 0.163535225726359 0.184667470312139 0.0618759668119814
"ему" 0.239207832665777 0.161256882213366 0.140517855135459 0.144952119539237 0.293016622844155 0.151504669664476 0.468658465143527 0.302488656675375 0.522038015738671 0.609945851745814 0.267552357228527 0.117174422497489 0.283874437853909 0.2241409769455 0.133679326885272 0.472700360493709 0.406524917284362 0.579384052875826
"вот" 0.198876279483756 0.306388076205395 0.189230711582418 0.161914601612978 0.414456972235839 0.349360083016257 0.172492351754215 0.137494843943352 0.347594619390353 0.304972925872907 0.228342097979518 0.18971096975784 0.294332969774843 0.291493684303507 0.188723755602736 0.367655835939552 0.330862550975916 0.109689213893967
"когда" 0.248943035157988 0.30408440645949 0.393449994379286 0.328455334700612 0.169348010160881 0.152888273953649 0.344984703508429 0.504147761125624 0.152476450141493 0.257671002676293 0.304456130639358 0.451958486776029 0.185265422599393 0.250640402791273 0.310046169918781 0.21128273688734 0.226987098925338 0.376880888763887
"мне" 0.250333778371162 0.617383491902601 0.284782853074531 0.144952119539237 0.102500111413165 0.12590799031477 0.244092950595587 0.621018378477474 0.285570300688728 0.323644737661044 0.0922594335270781 0.518915299631738 0.222617322317013 0.299222683508524 0.140419461013941 0.260223935827345 0.351381158788376 0.160315004921952
"меня" 0.278148642634624 0.610472482664885 0.292277138681755 0.175792996036947 0.10361424305896 0.13005880318229 0.263620386643234 0.508730922590403 0.244220754887646 0.278832389369515 0.0830334901743703 0.675147862961723 0.24353438615888 0.26389011571416 0.17636684303351 0.22202592689856 0.300084639257226 0.213753339895936
"еще" 0.228081886960392 0.253403672049575 0.30913928129801 0.348501904424124 0.338696020321761 0.160498097544102 0.126928334309705 0.187909620055915 0.219669462068253 0.00124478745254248 0.433619337577267 0.368262470706394 0.227099550283127 0.284868827842063 0.24264482863209 0.321102012557595 0.27571879247993 0.213753339895936
"был" 0.233644859813084 0.165864221705176 0.247311425038408 0.220512266958627 0.177146931681447 0.270494638533379 0.192019787801862 0.197075942985471 0.166690356510615 0.168046306093235 0.191438324568687 0.206450172971767 0.195723954520327 0.168933839766805 0.299935968725778 0.236350180246855 0.223139859960502 0.506257910279848
"уже" 0.183578104138852 0.241885323320049 0.2754149960655 0.333081466175269 0.428940683631178 0.109996540989277 0.156219488381176 0.325404463999267 0.117587770871829 0.0921142714881434 0.389796106651905 0.212029907376409 0.165842434746231 0.177766981715396 0.141542816702052 0.216057488003438 0.294954987304111 0.185627900435944
"него" 0.15159101023587 0.138220184754314 0.196724997189643 0.1064010239171 0.211685012701101 0.13213420961605 0.240838377920979 0.215408588844585 0.357932005840623 0.414514221696645 0.166066980348741 0.184131235353197 0.270427753955566 0.162308983305362 0.11008885743493 0.22202592689856 0.229551924901895 0.213753339895936
"они" 0.148809523809524 0.115183487295261 0.547082849327388 0.158830513963207 0.194973038014172 0.151504669664476 0.165983206404999 0.100829552225125 0.325627673183527 0.215348229289849 0.302149644801181 0.16739203213927 0.176300966667165 0.185495980920413 0.11008885743493 0.25903024804832 0.189797122265254 0.140627197299958
"сказал" 0.0611927013796173 0.0737174318689673 0.232322853823959 0.175792996036947 0.0211685012701101 0.0401245243860256 0.566295645381761 0.297905495210596 0.419956324542248 0.481732744133939 0.385183134975551 0.156232563329986 0.155383902825298 0.145746842151753 0.0202204023860075 0.151598347936114 0.167996101464516 0.691885810715792
"теперь" 0.114040943480196 0.172775230942892 0.161127140555327 0.152662338663665 0.174918668389857 0.209616049809754 0.14971034303196 0.219991750309363 0.148599930222641 0.14564013194747 0.232955069655872 0.223189376185694 0.17181873870105 0.154579984100344 0.231411271750975 0.225606990235634 0.392418374413296 0.222190971733933
"нет" 0.152981753449043 0.3086917459513 0.176115711769776 0.29144628290336 0.23062525067962 0.238671739882394 0.143201197682744 0.233741234703699 0.175735569654602 0.184228542976287 0.0784205184980164 0.128333891306774 0.283874437853909 0.203162264817596 0.124692481380379 0.143242533482942 0.171843340429352 0.0759386865419772
"ни" 0.232254116599911 0.239581653574144 0.219207854011316 0.214344091659085 0.197201301305762 0.145970252507783 0.136692052333529 0.22915807323892 0.115003424259262 0.110786083276281 0.179905895377802 0.16739203213927 0.182277270621984 0.199849836586874 0.115705635875487 0.213670112445389 0.228269511913617 0.120939389677964
"себя" 0.158544726301736 0.29947706696768 0.103046427099337 0.109485111566871 0.122554481037479 0.167416118989969 0.211547223849509 0.245199138365645 0.210624248924266 0.16057758137798 0.131469692776086 0.0948554848789198 0.17480689067846 0.155684126843918 0.189847111290848 0.227994365793683 0.24494088076124 0.10125158205597
"их" 0.158544726301736 0.138220184754314 0.412185708397347 0.127989637465497 0.131467534203842 0.107921134555517 0.152964915706568 0.121453778816628 0.271356394319606 0.176759818261032 0.131469692776086 0.145073094520701 0.185265422599393 0.200953979330448 0.106718790370595 0.195764795760021 0.191079535253533 0.222190971733933
"для" 0.165498442367601 0.181989909926513 0.104919998501143 0.171166864562291 0.116983822808503 0.12590799031477 0.198528933151077 0.197075942985471 0.21191642223055 0.12074438289662 0.0807270043361934 0.172971766543912 0.183771346610689 0.211995406766187 0.230287916062863 0.139661470145869 0.264177075585422 0.174377724651948
"ну" 0.119603916332888 0.158953212467461 0.0674485704650204 0.212802047834199 0.155978430411337 0.143894846074023 0.0943826075636269 0.0939548100279573 0.262311181175619 0.273853239559345 0.223729126303164 0.128333891306774 0.203194334463851 0.239598975355534 0.0909918107370337 0.163535225726359 0.0936161481443484 0.109689213893967
"до" 0.197485536270583 0.20733027713147 0.101172855697531 0.223596354608398 0.113641427871117 0.162573503977862 0.198528933151077 0.178743297126358 0.130509503934668 0.136926619779673 0.126856721099732 0.106014953688204 0.200206182486441 0.162308983305362 0.146036239454498 0.168309976842457 0.159019210546564 0.0815637744339755
"если" 0.176624388072986 0.320210094680827 0.153632854948102 0.13724190041481 0.0701902936851018 0.105845728121757 0.309184404087743 0.219991750309363 0.0904521314398687 0.0771768220576337 0.18913183873051 0.195290704162482 0.135960914972135 0.186600123663987 0.178613554409733 0.150404660157089 0.215445382030829 0.126564477569962
"там" 0.0806631063640409 0.071413762123062 0.0955521414921123 0.0801862788940462 0.33423949373858 0.425458318920789 0.0813643168651956 0.0618726797745085 0.109834731034126 0.118254807991535 0.113017806070671 0.117174422497489 0.0971149392658111 0.101581132408798 0.0550444287174648 0.112206651228305 0.0961809741209059 0.0506257910279848
"даже" 0.178015131286159 0.19811559814785 0.170494997564357 0.271399713179849 0.0880164000178261 0.0788654444828779 0.0911280348890191 0.187909620055915 0.0826990916021657 0.0734424597000062 0.205277239597749 0.16739203213927 0.135960914972135 0.152371698613197 0.251631674136982 0.195764795760021 0.165431275487958 0.0450007031359865
"под" 0.201657765910102 0.0852357805984934 0.133023569528235 0.163456645437863 0.25179375194973 0.217917675544794 0.113910043611274 0.0733305834364545 0.131801677240952 0.104562146013568 0.149921579481502 0.245508313804263 0.138949066949545 0.11924741630598 0.16176321908806 0.0692338911834221 0.0833568442381184 0.149064829137955
"или" 0.115431686693369 0.124398166278882 0.148012140742684 0.186587302811146 0.109184901287936 0.0823244552058111 0.354748421532253 0.336862367661213 0.0659008386204758 0.108296508371196 0.179905895377802 0.228769110590336 0.112055699152859 0.335659394046462 0.085375032296476 0.0752023300785447 0.120546820898202 0.143439741245957
"ли" 0.219737427681353 0.246492662811859 0.0992992842957245 0.19892365341023 0.176032800035652 0.155655482531996 0.120419188960489 0.100829552225125 0.118879944178113 0.0821559718678036 0.122243749423379 0.117174422497489 0.0971149392658111 0.126976415510997 0.0786348981678069 0.168309976842457 0.146195080663777 0.0871888623259738
"где" 0.125166889185581 0.0691100923771568 0.148012140742684 0.109485111566871 0.189402379785195 0.168799723279142 0.120419188960489 0.0710390027040653 0.0982051712775718 0.12074438289662 0.214503182950457 0.150652828925343 0.0956208632771063 0.0883314194859111 0.199957312483852 0.149210972378065 0.144912667675498 0.118126845731965
"мы" 0.152981753449043 0.135916515008408 0.20796642560048 0.0601397091705346 0.0902446633094166 0.11968177101349 0.188765215127254 0.176451716393969 0.116295597565545 0.0634841600796664 0.0968724052034321 0.312465126659971 0.143431294915659 0.146850984895327 0.159516507711837 0.151598347936114 0.206468491112878 0.0675010547039798
"себе" 0.104305740987984 0.117487157041167 0.0599542848577959 0.0663078844700766 0.134809929141227 0.161189899688689 0.113910043611274 0.14436958614052 0.164106009898048 0.118254807991535 0.113017806070671 0.150652828925343 0.118032003107678 0.165621411536083 0.139296105325829 0.128918280134648 0.202621252148042 0.0984390381099705
"быть" 0.166889185580774 0.20272293763966 0.118034998313786 0.112569199216642 0.079103346851464 0.12798339674853 0.139946625008136 0.146661166872909 0.155060796754061 0.0946038463932284 0.175292923701448 0.0836960160696351 0.14044314293825 0.172246267997527 0.0876217436726991 0.136080406808795 0.169278514452794 0.090001406271973
"чтобы" 0.161326212728082 0.184293579672418 0.129276426724622 0.121821462165955 0.0757609519140782 0.0650294015911449 0.270129531992449 0.291030753013429 0.0930364780524364 0.0659737349847514 0.166066980348741 0.0892757504742774 0.0911386353109919 0.133601271972441 0.202204023860075 0.142048845703918 0.125676472851317 0.208128252003938
"во" 0.155763239875389 0.112879817549356 0.119908569715592 0.0878964980184737 0.112527296225322 0.148045658941543 0.117164616285882 0.139786424675741 0.080114744989598 0.114520445633908 0.131469692776086 0.139493360116058 0.141937218926955 0.135809557459588 0.134802682573383 0.139661470145869 0.174408166405909 0.106876669947968
"кто" 0.134902091677793 0.133612845262503 0.267920710458276 0.178877083686718 0.162663220286109 0.0892424766516776 0.0683460261667643 0.0847884870984005 0.143431236997506 0.156843219020352 0.186825352892333 0.0781162816649928 0.122514231073792 0.0739775638194506 0.0775115424796953 0.11101296344928 0.132088537792711 0.0871888623259738
"этого" 0.0723186470850022 0.0806284411066829 0.118034998313786 0.35312803589878 0.0490217924149918 0.0961604980975441 0.0813643168651956 0.0985379714927357 0.113711250952978 0.0921142714881434 0.205277239597749 0.18971096975784 0.125502383051202 0.09937284692165 0.121322414316045 0.12414352901855 0.196209187206648 0.0956264941639713
"вас" 0.123776145972408 0.285655048492248 0.0955521414921123 0.0647658406451911 0.0947011898925977 0.11553095814597 0.205038078500293 0.22915807323892 0.1279251573221 0.059749797722039 0.0691945751453086 0.0111594688092847 0.20917063841867 0.186600123663987 0.162886574776171 0.0847518323107408 0.0474492805663136 0.0393756152439882
"глаза" 0.0778816199376947 0.0806284411066829 0.11616142691198 0.160372557788092 0.12478274432907 0.101003113109651 0.0683460261667643 0.109995875154682 0.180904262879737 0.202900354764424 0.113017806070671 0.16739203213927 0.161360206780117 0.104893560639519 0.083128320920253 0.107431900112207 0.125676472851317 0.118126845731965
"ничего" 0.0959612817089453 0.117487157041167 0.114287855510173 0.132615768940153 0.128125139266456 0.0857834659287444 0.159474061055783 0.126036940281406 0.153768623447777 0.139416194684758 0.0807270043361934 0.106014953688204 0.0911386353109919 0.120351559049554 0.159516507711837 0.14801728459904 0.141065428710662 0.0843763183799747
"была" 0.180796617712506 0.147434863737935 0.114287855510173 0.109485111566871 0.0880164000178261 0.0850916637841577 0.113910043611274 0.107704294422292 0.0891599581335849 0.0921142714881434 0.0922594335270781 0.106014953688204 0.0806801033900584 0.113726702588111 0.193217178355183 0.127724592355623 0.187232296288697 0.213753339895936
"тебе" 0.205829995549622 0.158953212467461 0.0843107130812755 0.121821462165955 0.0869022683720308 0.0145278450363196 0.120419188960489 0.0274989687886704 0.191241649330008 0.146884919400012 0.0599686317926008 0.0781162816649928 0.0911386353109919 0.154579984100344 0.064031274222357 0.224413302456609 0.261612249608864 0.0478132470819857
"чем" 0.125166889185581 0.244188993065954 0.140517855135459 0.107943067741985 0.0646196354561255 0.0857834659287444 0.0846188895398034 0.194784362253082 0.14472341030379 0.107051720918653 0.101485376879786 0.0892757504742774 0.0971149392658111 0.131392986485293 0.107842146058707 0.140855157924893 0.166713688476237 0.0815637744339755
"тебя" 0.169670672007121 0.140523854500219 0.0843107130812755 0.0909805856682447 0.108070769642141 0.0214458664821861 0.0846188895398034 0.0297905495210596 0.186072956104873 0.190452480238999 0.0530491742780699 0.0892757504742774 0.083668255367468 0.145746842151753 0.0550444287174648 0.217251175782462 0.24494088076124 0.0646885107579806
"время" 0.0945705384957721 0.0645027528853464 0.0824371416794694 0.0925226294931302 0.0523641873523776 0.0850916637841577 0.123673761635097 0.155827489802466 0.0826990916021657 0.0746872471525487 0.170679952025095 0.133913625711416 0.179289118644574 0.164517268792509 0.13255597119716 0.170697352400506 0.200056426171484 0.10125158205597
"ей" 0.100133511348465 0.200419267893755 0.0243564282234796 0.0493454023963361 0.155978430411337 0.0705638187478381 0.237583805246371 0.197075942985471 0.133093850547235 0.141905769589843 0.0853399760125473 0.0557973440464234 0.0313755957628005 0.181079409946118 0.11795234725171 0.112206651228305 0.180820231347303 0.0337505273519899
"со" 0.0959612817089453 0.10136146881983 0.0899314272866939 0.0755601474193897 0.0846740050804403 0.0843998616395711 0.143201197682744 0.142078005408131 0.156352970060344 0.17053588099832 0.099178891041609 0.122754156902131 0.164348358757526 0.161204840561788 0.0752648311034723 0.143242533482942 0.117981994921645 0.0646885107579806
"человек" 0.114040943480196 0.117487157041167 0.101172855697531 0.124905549815726 0.0401087392486296 0.049117952265652 0.146455770357352 0.123745359549017 0.17831991626717 0.139416194684758 0.269858843066704 0.0613770784510657 0.0732097234465345 0.123663987280276 0.125815837068491 0.099076085659035 0.141065428710662 0.126564477569962
"ним" 0.0778816199376947 0.071413762123062 0.0899314272866939 0.0771021912442752 0.141494719015999 0.101003113109651 0.143201197682744 0.0847884870984005 0.171859049735751 0.15061928175764 0.115324291908848 0.0892757504742774 0.0941267872884015 0.0761858493065984 0.0595378514699109 0.133693031250746 0.157736797558286 0.194065532273942
"будто" 0.0667556742323097 0.110576147803451 0.20796642560048 0.104858980092214 0.275190516511431 0.148737461086129 0.10414632558745 0.103121132957514 0.0671930119267596 0.085890334225431 0.170679952025095 0.145073094520701 0.0478104316385531 0.0408532815122339 0.00898684550489221 0.125337216797574 0.132088537792711 0.0253128955139924
"ведь" 0.0778816199376947 0.186597249418323 0.119908569715592 0.0493454023963361 0.050135924060787 0.108612936700104 0.055327735468333 0.0847884870984005 0.11112690434041 0.0721976722474637 0.0438232309253621 0.0390581408324964 0.110561623164154 0.154579984100344 0.130309259820937 0.21128273688734 0.185949883300418 0.036563071297989
"потом" 0.0445037828215398 0.0806284411066829 0.138644283733653 0.114111243041527 0.0857881367262356 0.0837080594949844 0.156219488381176 0.206242265915028 0.087867784827301 0.149374494305097 0.256019928037642 0.0557973440464234 0.131478687006021 0.145746842151753 0.0842516766083645 0.0716212667414711 0.075662366308446 0.137814653353959
"лицо" 0.0431130396083667 0.071413762123062 0.103046427099337 0.114111243041527 0.140380587370204 0.0899342787962643 0.123673761635097 0.128328521013795 0.189949476023724 0.26638451484409 0.110711320232494 0.0948554848789198 0.129984611017316 0.0706651355887289 0.0741414754153608 0.0572970133931769 0.0730975403318885 0.0815637744339755
"очень" 0.109868713840676 0.126701836024787 0.142391426537265 0.1064010239171 0.033423949373858 0.0470425458318921 0.143201197682744 0.123745359549017 0.0814069182958818 0.0734424597000062 0.21219669711228 0.106014953688204 0.0612571155368962 0.191016694638283 0.160639863399948 0.132499343471722 0.132088537792711 0.0928139502179722
"раз" 0.0862260792167334 0.158953212467461 0.118034998313786 0.127989637465497 0.0635055038103302 0.0809408509166378 0.0618368808175487 0.146661166872909 0.0749460517644626 0.0734424597000062 0.138389150290617 0.117174422497489 0.124008307062497 0.102685275152372 0.168503353216729 0.119368777902452 0.137218189745826 0.115314301785965
"может" 0.0764908767245216 0.119790826787072 0.133023569528235 0.117195330691298 0.0579348455813539 0.0622621930127983 0.0781097441905878 0.0962463907603465 0.117587770871829 0.0908694840356009 0.214503182950457 0.0892757504742774 0.104585319209335 0.142434413921032 0.083128320920253 0.162341537947334 0.183385057323861 0.0393756152439882
"есть" 0.104305740987984 0.145131193992029 0.0749428560722449 0.0817283227189317 0.153750167119747 0.148045658941543 0.143201197682744 0.119162198084239 0.108542557727842 0.100827783655941 0.0761140326598395 0.033478406427854 0.0732097234465345 0.0971645614345023 0.0921151664251452 0.109819275670256 0.1025930390623 0.0478132470819857
"вам" 0.105696484201157 0.258011011541385 0.0711957132686327 0.0478033585714506 0.0735326886224876 0.10930473884469 0.130182906984313 0.176451716393969 0.100789517890139 0.0672185224372938 0.0968724052034321 0.033478406427854 0.170324662712346 0.138017842946736 0.155023084959391 0.0596843889512259 0.065403062402216 0.0731261425959781
"были" 0.139074321317312 0.0737174318689673 0.153632854948102 0.0832703665438172 0.0935870582468024 0.0857834659287444 0.10414632558745 0.0870800678307897 0.0969129979712879 0.0609945851745814 0.0968724052034321 0.16739203213927 0.100103091243221 0.0850189912551895 0.166256641840506 0.0787833934156182 0.117981994921645 0.205315708057938
"вдруг" 0.0222518914107699 0.0230366974590523 0.0974257128939184 0.15420438248855 0.0534783189981728 0.139744033206503 0.0716005988413721 0.11457903661946 0.0943286513587202 0.126968320159333 0.0599686317926008 0.117174422497489 0.245028462147585 0.150163413126049 0.0325773149552343 0.130111967913672 0.110287516991972 0.0309379834059907
"без" 0.136292834890966 0.152042203229745 0.104919998501143 0.120279418341069 0.122554481037479 0.086475268073331 0.100891752912843 0.130620101746185 0.0956208246650041 0.0684633098898363 0.117630777747025 0.0836960160696351 0.115043851130268 0.102685275152372 0.0752648311034723 0.107431900112207 0.0833568442381184 0.0871888623259738
